depth_ppm,period,method,found_period,recovered,target_depth_ppm
115.2478486489139,1.7,wotan,9.474987583455476,False,100
115.2478486489139,1.7,GP,8.749253146792181,False,100
115.24784904304308,2.9,wotan,9.474987583455476,False,100
115.24784904304308,2.9,GP,8.749253146792181,False,100
115.24774933702189,4.3,wotan,9.474987583455476,False,100
115.24774933702189,4.3,GP,8.749253146792181,False,100
115.24784691019364,6.9,wotan,9.474987583455476,False,100
115.24784691019364,6.9,GP,8.749253146792181,False,100
115.24784482797034,8.5,wotan,9.474987583455476,False,100
115.24784482797034,8.5,GP,8.749253146792181,False,100
230.49044464129588,1.7,wotan,9.474987583455476,False,200
230.49044464129588,1.7,GP,8.749253146792181,False,200
230.4946059192847,2.9,wotan,9.474987583455476,False,200
230.4946059192847,2.9,GP,2.89973063014285,True,200
230.4947462317131,4.3,wotan,9.474987583455476,False,200
230.4947462317131,4.3,GP,8.749253146792181,False,200
230.4947264364365,6.9,wotan,9.474987583455476,False,200
230.4947264364365,6.9,GP,8.749253146792181,False,200
230.49474646308357,8.5,wotan,9.474987583455476,False,200
230.49474646308357,8.5,GP,8.749253146792181,False,200
460.98270863381697,1.7,wotan,9.474987583455476,False,400
460.98270863381697,1.7,GP,1.7005568615260442,True,400
460.98271021022265,2.9,wotan,9.474987583455476,False,400
460.98271021022265,2.9,GP,1.450026114322119,False,400
460.9823113830291,4.3,wotan,9.48261726245538,False,400
460.9823113830291,4.3,GP,8.749253146792181,False,400
460.98270167938,6.9,wotan,6.8999687811814265,True,400
460.98270167938,6.9,GP,6.8999687811814265,True,400
460.9826933499317,8.5,wotan,8.499362964789054,True,400
460.9826933499317,8.5,GP,8.749253146792181,False,400
806.6842805964925,1.7,wotan,1.7005568615260442,True,700
806.6842805964925,1.7,GP,1.7005568615260442,True,700
806.6988516551854,2.9,wotan,2.89973063014285,True,700
806.6988516551854,2.9,GP,1.450026114322119,False,700
806.6993429709512,4.3,wotan,4.301779342933245,True,700
806.6993429709512,4.3,GP,0.860009679352,False,700
806.6992736567303,6.9,wotan,6.8999687811814265,True,700
806.6992736567303,6.9,GP,6.8999687811814265,True,700
806.699343780859,8.5,wotan,8.499362964789054,True,700
806.699343780859,8.5,GP,8.749253146792181,False,700
1382.852224444897,1.7,wotan,1.7005568615260442,True,1200
1382.852224444897,1.7,GP,1.7005568615260442,True,1200
1382.852229178888,2.9,wotan,2.89973063014285,True,1200
1382.852229178888,2.9,GP,1.450026114322119,False,1200
1382.8510315123665,4.3,wotan,4.2983181470833465,True,1200
1382.8510315123665,4.3,GP,0.860009679352,False,1200
1382.8522035608248,6.9,wotan,6.8999687811814265,True,1200
1382.8522035608248,6.9,GP,6.8999687811814265,True,1200
1382.8521785480552,8.5,wotan,8.499362964789054,True,1200
1382.8521785480552,8.5,GP,4.2501527989995616,False,1200
2304.545036330818,1.7,wotan,1.7005568615260442,True,2000
2304.545036330818,1.7,GP,2.266671077626928,False,2000
2304.586741317949,2.9,wotan,2.89973063014285,True,2000
2304.586741317949,2.9,GP,1.450026114322119,False,2000
2304.588147551967,4.3,wotan,4.2983181470833465,True,2000
2304.588147551967,4.3,GP,0.860009679352,False,2000
2304.587949161996,6.9,wotan,6.8999687811814265,True,2000
2304.587949161996,6.9,GP,6.8999687811814265,True,2000
2304.5881498696685,8.5,wotan,8.499362964789054,True,2000
2304.5881498696685,8.5,GP,8.499362964789054,True,2000
115.24712882737819,2.3,wotan,9.474987583455475,False
115.24712882737819,2.3,GP,8.749253146792181,False
115.24784200944715,3.7,wotan,9.474987583455475,False
115.24784200944715,3.7,GP,8.749253146792181,False
115.24784678529355,5.1,wotan,9.474987583455475,False
115.24784678529355,5.1,GP,8.749253146792181,False
115.24784886218775,6.1,wotan,9.474987583455475,False
115.24784886218775,6.1,GP,8.749253146792181,False
115.24779714644495,7.7,wotan,9.474987583455475,False
115.24779714644495,7.7,GP,8.749253146792181,False
230.49379389528113,2.3,wotan,9.474987583455475,False
230.49379389528113,2.3,GP,1.1500030016517504,False
230.4947475749719,3.7,wotan,9.474987583455475,False
230.4947475749719,3.7,GP,8.749253146792181,False
230.4947010777214,5.1,wotan,9.474987583455475,False
230.4947010777214,5.1,GP,8.749253146792181,False
230.49473291802957,6.1,wotan,9.474987583455475,False
230.49473291802957,6.1,GP,8.749253146792181,False
230.49474425373973,7.7,wotan,9.474987583455475,False
230.49474425373973,7.7,GP,8.749253146792181,False
460.9798293234713,2.3,wotan,9.474987583455475,False
460.9798293234713,2.3,GP,2.299750946350891,True
