time,flux,flux_err
1354.1115072617192,0.99984264,0.0005428482
1354.1128961919705,1.0006068,0.00054284063
1354.1142851224547,0.99966145,0.0005428495
1354.117062983188,0.9997162,0.00054281496
1354.1184519134392,1.0001388,0.00054296746
1354.1198408439234,0.9994658,0.0005427442
1354.1212297741743,0.99980354,0.0005428097
1354.1226187044247,1.000062,0.00054306875
1354.1240076349084,0.9996107,0.0005428535
1354.1253965651597,1.0002526,0.0005429306
1354.1267854956438,0.9993636,0.00054296147
1354.1281744258938,1.0001518,0.0005429957
1354.1295633561442,0.99994403,0.0005432158
1354.1309522863955,1.0003327,0.0005431009
1354.1323412168797,0.99957454,0.00054288306
1354.1337301471306,1.0001798,0.00054306636
1354.1351190773805,1.0004557,0.00054292317
1354.1365080078647,1.0007375,0.0005431834
1354.137896938116,1.0006303,0.0005430957
1354.1392858683673,0.9999074,0.0005431007
1354.1406747986182,0.99912286,0.00054264517
1354.1420637288682,1.0013295,0.00054307934
1354.1434526593523,1.0001442,0.00054296065
1354.1448415896036,1.000338,0.0005431522
1354.1462305198536,1.0007768,0.00054295454
1354.147619450104,1.0003015,0.0005429098
1354.1490083803553,1.0004218,0.00054269785
1354.1503973106066,1.0008726,0.00054315914
1354.151786240858,0.9999133,0.0005432798
1354.153175171108,1.0001767,0.0005427255
1354.1545641013588,0.99981195,0.0005430292
1354.1559530316101,0.9999548,0.00054265873
1354.1573419618614,1.0000213,0.0005427307
1354.1587308921119,1.0007445,0.00054296595
1354.1601198223618,1.0002947,0.00054293266
1354.1615087526131,1.0010396,0.0005430905
1354.1628976828645,1.00031,0.00054311653
1354.1642866131153,1.0007538,0.0005430889
1354.1656755433658,0.9998865,0.0005428235
1354.1670644736166,0.999592,0.0005427409
1354.168453403868,1.0001798,0.000542725
1354.1698423341193,1.0002949,0.0005428973
1354.1712312643692,1.0010133,0.00054303947
1354.17262019462,1.0001047,0.0005430537
1354.1740091246386,0.9997564,0.000542858
1354.17539805489,0.99981445,0.0005430006
1354.1767869851412,1.0000756,0.000542801
1354.1781759153912,1.0001428,0.00054266845
1354.1795648456416,0.99994713,0.00054298795
1354.18095377566,1.0011165,0.00054322934
1354.182342705911,1.0005201,0.0005431099
1354.1837316361623,1.0003282,0.00054280367
1354.1851205664127,1.000711,0.00054302637
1354.1865094964307,1.0005429,0.000542918
1354.187898426682,1.0013251,0.00054300093
1354.1892873569325,1.0004785,0.00054281164
1354.1906762869505,1.000589,0.00054297515
1354.192065217201,1.0001642,0.0005428453
1354.1934541474523,1.0013783,0.00054314215
1354.1948430774708,1.0001347,0.0005428598
1354.1962320077216,0.9996458,0.0005428676
1354.1976209377397,0.9999745,0.0005427825
1354.19900986799,1.0000062,0.0005428699
1354.200398798008,1.0004046,0.000543047
1354.2017877282594,0.999647,0.00054279406
1354.203176658277,0.99955964,0.000542796
1354.2045655885279,1.0009657,0.00054307486
1354.2059545185464,0.99970096,0.0005428016
1354.2073434487968,1.000485,0.00054284994
1354.2087323788153,0.9999987,0.00054291
1354.2101213090662,0.9997561,0.0005427542
1354.2115102390837,1.0008658,0.00054296997
1354.212899169335,1.0009302,0.0005430849
1354.214288099353,1.0007364,0.00054317235
1354.2156770293707,1.000418,0.0005431979
1354.2170659596216,1.0003954,0.00054300576
1354.2184548896391,0.99978256,0.00054346793
1354.2198438196576,1.0000575,0.0005429338
1354.221232749909,0.99959135,0.000542836
1354.222621679927,1.0003513,0.0005428911
1354.2240106099446,1.0012063,0.00054293143
1354.2253995401954,1.0005046,0.0005429816
1354.226788470214,1.0009842,0.0005430848
1354.2281774002317,1.0005012,0.000542924
1354.2295663302496,1.0000359,0.0005428483
1354.2309552605009,1.0007756,0.0005429548
1354.232344190519,1.0013999,0.0005430001
1354.2337331205374,1.0014677,0.00054294517
1354.235122050555,1.0010601,0.0005428881
1354.2365109805721,1.0015104,0.0005431164
1354.2378999105906,1.0002124,0.0005428326
1354.239288840609,1.0001988,0.00054305606
1354.2406777708604,1.0001915,0.0005428054
1354.2420667008785,1.0001403,0.000542956
1354.2434556308956,0.9994001,0.00054264086
1354.244844560914,0.9988874,0.0005427535
1354.2462334909326,0.9996943,0.00054269546
1354.2476224209502,0.99939287,0.00054275815
1354.2490113509682,1.0008312,0.00054297573
1354.2504002809858,1.0000249,0.0005427506
1354.2517892110043,0.9996725,0.00054266996
1354.2531781410228,0.9997988,0.0005429116
1354.25456707104,0.99942946,0.0005427682
1354.255956001058,1.0008113,0.0005431735
1354.2573449310764,1.0007219,0.00054296566
1354.258733860862,1.0010026,0.000542892
1354.2601227908801,1.0012364,0.0005432365
1354.2615117208973,1.0003362,0.00054284534
1354.2629006509158,1.0006742,0.00054294924
1354.2642895809342,0.9999176,0.0005428421
1354.2656785109527,1.000283,0.0005430234
1354.2670674407375,1.0002548,0.0005432432
1354.2684563707546,1.0002668,0.000542927
1354.269845300773,0.9997131,0.00054282375
1354.2712342307916,1.0002062,0.0005428284
1354.272623160576,1.0000103,0.00054270984
1354.274012090594,0.99966365,0.0005427019
1354.2754010206124,0.99985695,0.0005428544
1354.276789950631,0.9994109,0.0005425988
1354.2781788804166,1.0005251,0.00054287846
1354.2795678104337,0.9995883,0.0005428892
1354.2809567404513,1.0001336,0.0005429008
1354.282345670237,1.0003577,0.000542845
1354.2837346002555,1.000536,0.00054329383
1354.2851235300407,1.0010623,0.00054290344
1354.2865124600578,1.0000849,0.0005428739
1354.2879013900763,1.0006872,0.000543095
1354.289290319862,0.99934644,0.0005425569
1354.29067924988,1.000138,0.0005426815
1354.2920681796647,0.9998342,0.00054298335
1354.2934571096828,1.0000176,0.0005427186
1354.2948460394684,1.0005304,0.0005429526
1354.296234969487,1.0006648,0.0005430074
1354.2976238992712,1.000055,0.0005427227
1354.2990128292888,0.99970096,0.00054289395
1354.3004017590745,1.0010115,0.00054303015
1354.3017906888601,1.0005884,0.0005431083
1354.3031796188786,0.9997515,0.0005431506
1354.304568548663,1.0002216,0.0005430899
1354.305957478681,0.99937004,0.0005426487
1354.3073464084666,0.99937314,0.00054289895
1354.3087353382514,1.0000552,0.0005428208
1354.3101242682699,0.9998173,0.00054286094
1354.311513198055,1.000351,0.0005428178
1354.3129021278398,1.0001605,0.0005428837
1354.3142910576255,1.0006899,0.0005428517
1354.3156799876435,0.99997205,0.0005429377
1354.3170689174283,1.0002671,0.000542719
1354.3184578472135,1.0007516,0.00054296793
1354.3198467769992,0.9998585,0.0005429991
1354.3212357070176,0.9996468,0.00054261845
1354.3226246368029,0.9999501,0.0005431817
1354.3240135665876,0.9999314,0.00054278993
1354.3254024963728,0.9994179,0.00054286374
1354.3267914261576,1.0001839,0.00054302637
1354.3281803559432,1.0003122,0.0005428251
1354.3295692857284,1.0003284,0.00054286496
1354.330958215746,1.0001673,0.0005428824
1354.3323471455317,0.9995712,0.00054269907
1354.333736075317,0.99940425,0.00054267736
1354.3351250051026,0.9994493,0.00054287474
1354.3365139348873,1.0004514,0.0005432463
1354.3379028646725,0.9996368,0.00054282794
1354.3392917944582,0.9996566,0.0005428509
1354.340680724243,0.99961805,0.00054259726
1354.3420696540281,0.99941766,0.0005425557
1354.343458583813,0.9994342,0.00054256525
1354.344847513598,1.0001299,0.0005430442
1354.346236443151,0.99985594,0.0005428064
1354.3476253729366,0.99951583,0.0005427575
1354.3490143027213,1.0009221,0.00054313114
1354.3504032325066,1.0002905,0.0005429845
1354.3517921622918,1.000756,0.0005428969
1354.3531810920774,0.9989936,0.0005426739
1354.3545700218622,0.999857,0.0005428739
1354.3559589514146,0.9998318,0.0005428542
1354.3573478812002,0.99942076,0.00054273615
1354.358736810985,0.99946076,0.0005429692
1354.3601257407706,0.9994346,0.000542714
1354.361514670323,1.0001787,0.0005428072
1354.3629036001073,0.9993091,0.0005427172
1354.364292529893,0.9996591,0.0005426629
1354.3656814596786,1.000063,0.0005427685
1354.3670703892315,0.9995577,0.0005427268
1354.3684593190162,1.0002804,0.00054278545
1354.3698482488005,1.000452,0.00054285896
1354.3712371783533,0.99932563,0.00054271205
1354.372626108139,0.9998139,0.0005430947
1354.3740150376914,0.99999744,0.0005427411
1354.3754039674761,0.99889445,0.0005428171
1354.3767928972613,1.0002295,0.0005430362
1354.3781818268142,0.9992918,0.00054235494
1354.3795707565998,0.9986385,0.0005426488
1354.3809596861513,0.99923974,0.00054263696
1354.3823486159363,0.9999959,0.00054296816
1354.3837375454893,0.9993966,0.0005427333
1354.385126475275,1.0001483,0.0005429205
1354.386515404827,0.99974674,0.000542849
1354.3879043346112,1.0002078,0.0005429925
